學院,系所,年級,編號,班別,科目名稱,科目名稱_中文,科目名稱_英文,任課教授,上課時數,正課/實驗實習/書報討論,學分,選必,上課時間,上課地點,限修人數,開課學制,課程大綱,備註
工學院,化學工程研究所,1,4255570,01,工業觸媒Industrial Catalysts ,工業觸媒,Industrial Catalysts ,張仁瑞 ,3,3/0/0,3,選修," 二E,F",工學院B館203,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4255570_01," ,列入循環科技與永續發展學分學程科目"
工學院,化學工程研究所,1,4255572,01,精密材料合成Precision Polymers and Preparations (全英語授課/English-taught)  ,精密材料合成 (全英語授課),Precision Polymers and Preparations (English-taught)  ,蔡敬誠 ,3,3/0/0,3,選修," 三G,H",工學院B館201,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4255572_01,
工學院,化學工程研究所,1,4255723,01,電腦在生化系統之應用Computer Application in Biochemical Systems (程式設計相關/Programming related) ,電腦在生化系統之應用 (程式設計相關),Computer Application in Biochemical Systems (Programming related) ,王逢盛 ,3,3/0/0,3,選修," 二E,F",工學院B館303,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4255723_01,
工學院,化學工程研究所,1,4255740,01,生物技術Biotechnology ,生物技術,Biotechnology ,李文乾 ,3,3/0/0,3,選修," 四B,C",工學院B館220,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4255740_01,
工學院,化學工程研究所,1,4255743,01,生物高分子Biopolymers ,生物高分子,Biopolymers ,陳錦坤 ,3,3/0/0,3,選修," 二I,J",工學院B館201,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4255743_01,開放大四同學選修
工學院,化學工程研究所,1,4255745,01,生物醫學特論Topics in Biomedical Science ,生物醫學特論,Topics in Biomedical Science ,黃光策 ,3,3/0/0,3,選修," 四B,C",工學院B館201,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4255745_01,開放大四學生選修
工學院,化學工程研究所,1,4255804,01,材料鑑識特論Advanced Forensic Material Identification ,材料鑑識特論,Advanced Forensic Material Identification ,李承龍 ,3,3/0/0,3,選修," 五I,J",工學院B館201,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4255804_01,開放大四學生選修
工學院,化學工程研究所,1,4255924,01,電子構裝Electronic Packaging ,電子構裝,Electronic Packaging ,王朝弘 ,3,3/0/0,3,選修," 四C,D",工學院B館203,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4255924_01,
工學院,化學工程研究所,1,4255932,01,分子螢光學之原理與應用Molecular Fluorescence-Principles and Applications ,分子螢光學之原理與應用,Molecular Fluorescence-Principles and Applications ,陳靜誼 ,3,3/0/0,3,選修," 一E,F",工學院B館220,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4255932_01,
工學院,化學工程研究所,1,4256022,01,博士專討（二）Graduate Seminar ( II ) ,博士專討（二）,Graduate Seminar ( II ) ,黃光策 ,2,0/0/2,1,必修," 四13,14",工學院B館201,0,博士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4256022_01,博士班一年級必修課程
工學院,化學工程研究所,1,4256061,01,博士論文（二）Doctoral Thesis (II) ,博士論文（二）,Doctoral Thesis (II) ,黃光策 ,2,0/0/2,1,必修," 一13,14",工學院B館201,0,博士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4256061_01,博士班一年級必修課程
工學院,化學工程研究所,1,4256062,01,博士專討（六）Graduate Seminar ( VI ) ,博士專討（六）,Graduate Seminar ( VI ) ,王朝弘 ,2,0/0/2,1,必修," 一13,14",工學院B館203,0,博士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4256062_01,博士班三年級必修課程
工學院,化學工程研究所,1,4256081,01,博士論文（六）Doctoral Thesis ( VI ) ,博士論文（六）,Doctoral Thesis ( VI ) ,王朝弘 ,2,0/0/2,1,必修," 三13,14",工學院B館203,0,博士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4256081_01,博士班三年級必修課程
工學院,化學工程研究所,1,4256092,01,博士專討（八）Graduate Seminar ( VIII ) ,博士專討（八）,Graduate Seminar ( VIII ) ,黃光策 ,2,0/0/2,1,必修," 五13,14",工學院B館203,0,博士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4256092_01,博士班四年級必修課程
工學院,化學工程研究所,1,4257761,01,軟物質材料之多尺度模擬法Multiscale Simulation Methods for Soft Materials ,軟物質材料之多尺度模擬法,Multiscale Simulation Methods for Soft Materials ,華繼中 ,3,3/0/0,3,選修," 五B,C",工學院B館203,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4257761_01,
工學院,通訊工程研究所,1,4305019,01,錯誤更正碼Error Correcting Codes ,錯誤更正碼,Error Correcting Codes ,李昌明 ,3,3/0/0,3,選修, 一C 三C,創新大樓505,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4305019_01,
工學院,通訊工程研究所,1,4305070,01,無線區域網路Wireless Local Area Network ,無線區域網路,Wireless Local Area Network ,侯廷昭 ,3,3/0/0,3,選修," 三3,4,5",創新大樓103,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4305070_01,
工學院,通訊工程研究所,1,4305073,01,通信網路效能分析Communication Network Performance Analysis ,通信網路效能分析,Communication Network Performance Analysis ,吳承崧 ,3,3/0/0,3,選修," 三8,9,10",創新大樓435,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4305073_01,
工學院,通訊工程研究所,1,4305127,01,資料網路規劃與設計Design and Planning of Data Networks ,資料網路規劃與設計,Design and Planning of Data Networks ,李詩偉 ,3,3/0/0,3,選修, 二C 四C,創新大樓435,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4305127_01,
工學院,通訊工程研究所,1,4305132,01,專題演講（二）Seminar ( II ) (全英語授課/English-taught)  ,專題演講（二） (全英語授課),Seminar ( II ) (English-taught)  ,施淵耀 林士程 陳自強 ,2,0/0/2,1,必修," 五8,9",創新大樓110大型會議室(銘珠講堂),0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4305132_01,"限本系生修.與電機所併班上課。『專題演講』課程，碩士班必修2次，與通訊所併班上課。大四不可修，只開放給大四甄試錄取的學生修，而且需要任課教師簽字同意方可修。"
工學院,通訊工程研究所,1,4305146,01,通訊訊號處理專論Special Topic on Signal Processing for Communications ,通訊訊號處理專論,Special Topic on Signal Processing for Communications ,胡家彰 ,3,3/0/0,3,選修," 五3,4,5",創新大樓518,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4305146_01,
工學院,通訊工程研究所,1,4305160,01,智慧型天線專論Special Topic on Smart Antennas ,智慧型天線專論,Special Topic on Smart Antennas ,劉宗憲 ,3,3/0/0,3,選修," 五3,4,5",創新大樓432,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4305160_01,『智慧型天線專論』限通訊系統組學生修習。
工學院,通訊工程研究所,1,4305165,01,合作式通訊Cooperative Communications ,合作式通訊,Cooperative Communications ,劉維正 ,3,3/0/0,3,選修, 一G 三G,創新大樓101,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4305165_01,
工學院,通訊工程研究所,1,4305167,01,多天線多重輸入輸出技術Multiple Input Multiple Output Techniques for Wireless Communications ,多天線多重輸入輸出技術,Multiple Input Multiple Output Techniques for Wireless Communications ,劉維正 ,3,3/0/0,3,選修, 二G 四G,創新大樓101,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4305167_01,
工學院,通訊工程研究所,1,4305168,01,網路最佳化專論Special Topics on Network Optimization ,網路最佳化專論,Special Topics on Network Optimization ,李詩偉 ,3,3/0/0,3,選修," 一3,4,5",創新大樓507,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4305168_01,『網路最佳化專論』限通訊網路組學生修習。
工學院,通訊工程研究所,1,4305172,01,合作式通訊專論Special Topics on Cooperative Communications ,合作式通訊專論,Special Topics on Cooperative Communications ,劉維正 ,3,3/0/0,3,選修," 五3,4,5",創新大樓507,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4305172_01,合作式通訊專論限通訊系統學生選修。
工學院,通訊工程研究所,1,4305174,01,網路路由與傳輸控制專論Special Topic On Network Routing and Control ,網路路由與傳輸控制專論,Special Topic On Network Routing and Control ,吳承崧 ,3,3/0/0,3,選修," 五3,4,5",創新大樓435,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4305174_01,『網路路由與傳輸控制專論』限通訊網路組學生修習。
工學院,通訊工程研究所,1,4305178,01,新興網路架構專論Special Topics on Emerging Network Architectures ,新興網路架構專論,Special Topics on Emerging Network Architectures ,侯廷昭 ,3,3/0/0,3,選修," 二8,9,10",創新大樓435,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4305178_01,
工學院,通訊工程研究所,1,4305180,01,聯網嵌入式系統Networked Embedded System ,聯網嵌入式系統,Networked Embedded System ,李皇辰 ,3,3/0/0,3,選修," 四3,4,5",創新大樓103,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4305180_01,
工學院,通訊工程研究所,1,4305188,01,5G系統層模擬技術5G system-level simulation technology (全英語授課/English-taught)  ,5 (全英語授課),G系統層模擬技術5G system-level simulation technology (English-taught)  ,潘仁義 ,3,3/0/0,3,選修, 二F 四F,創新大樓505,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4305188_01,
工學院,通訊工程研究所,1,4305189,01,網路經濟學Network Economy ,網路經濟學,Network Economy ,施淵耀 ,3,3/0/0,3,選修, 一G 三G,創新大樓103,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4305189_01,
工學院,通訊工程研究所,1,4305193,01,網路分散儲存修復編碼技術專論Special Topics on Coding Techniques for Repairability in Net-worked Distributed Storage ,網路分散儲存修復編碼技術專論,Special Topics on Coding Techniques for Repairability in Net-worked Distributed Storage ,蘇益生 ,3,3/0/0,3,選修," 二4,5,6",創新大樓101,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4305193_01,
工學院,通訊工程研究所,1,4305194,01,5G基頻傳收機實作Simulation and Implementation of the 5G ,5,G基頻傳收機實作Simulation and Implementation of the 5G ,劉宗憲 ,3,3/0/0,3,選修, 二B 四B,創新大樓507,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4305194_01,
工學院,光機電整合工程研究所,1,4415001,01,專題討論Seminar ,專題討論,Seminar ,姚賀騰 ,2,0/0/2,1,必修," 三8,9",創新大樓110大型會議室(銘珠講堂),0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4415001_01,
工學院,光機電整合工程研究所,1,4415015,01,光電工程實驗Optoelectronic Experiments ,光電工程實驗,Optoelectronic Experiments ,王祥辰 ,3,0/3/0,1,必修," 二4,5,6",工學院B館215左,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4415015_01,
工學院,光機電整合工程研究所,1,4415091,01,平面顯示器Principles and Applications of Flat Panel Displays ,平面顯示器,Principles and Applications of Flat Panel Displays ,丁初稷 ,3,3/0/0,3,選修," 二13,14,15",創新大樓222,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4415091_01,先修科目(4415042)光電材料分析技術(曾經修習) 限本系生修.
工學院,光機電整合工程研究所,1,4415098,01,光機系統設計Optomechatronic System Design (全英語授課/English-taught) (程式設計相關/Programming related) ,光機系統設計 (全英語授課) (程式設計相關),Optomechatronic System Design (English-taught) (Programming related) ,王祥辰 ,3,3/0/0,3,選修," 一8,9,10",創新大樓222,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4415098_01,大學部可修
工學院,光機電整合工程研究所,1,4415106,01, Python 程式設計與機器學習應用Machine Learning with Python (程式設計相關/Programming related) ,  (程式設計相關),Python 程式設計與機器學習應用Machine Learning with Python (Programming related) ,胡中興 ,3,3/0/0,3,選修," 一3,4,5",創新大樓201,40,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4415106_01,
工學院,光機電整合工程研究所,1,4415112,01,人工智慧技術與應用以食道癌內視鏡診斷為例Artificial intelligence technology and application as an example of endoscopic diagnosis of esophage ,人工智慧技術與應用以食道癌內視鏡診斷為例,Artificial intelligence technology and application as an example of endoscopic diagnosis of esophage ,王祥辰 ,3,3/0/0,3,選修," 五3,4,5",創新大樓222,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4415112_01,大學部可修
工學院,光機電整合工程研究所,1,4415113,01,有機電子Organic Electronics ,有機電子,Organic Electronics ,丁初稷 ,3,3/0/0,3,選修," 三10,11,12",創新大樓222,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4415113_01,先修科目(4415092)光機電材料(曾經修習) 限本系生修.
工學院,光機電整合工程研究所,1,4415115,01,光機電科技與實務Science and Practice of Opto-Mechatronics Engineering (程式設計相關/Programming related) ,光機電科技與實務 (程式設計相關),Science and Practice of Opto-Mechatronics Engineering (Programming related) ,葉志庭 ,3,3/0/0,3,選修," 二8,9,10",創新大樓222,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4415115_01,
工學院,光機電整合工程研究所,1,4415118,01,光學系統設計與實務工程Optical system design and practical engineering (程式設計相關/Programming related) ,光學系統設計與實務工程 (程式設計相關),Optical system design and practical engineering (Programming related) ,葉志庭 ,3,3/0/0,3,選修," 三3,4,5",創新大樓105,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4415118_01,
工學院,前瞻製造系統碩/博士學位學程,1,4456015,01,電腦輔助機械製造Computer-Aided Manufacturing (全英語授課/English-taught)  ,電腦輔助機械製造 (全英語授課),Computer-Aided Manufacturing (English-taught)  ,林榮信 ,3,3/0/0,3,選修, 一G 三G,工學院B館214右,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4456015_01,與機械所合開
工學院,前瞻製造系統碩/博士學位學程,1,4456201,01,專題研討(二)Seminar II (全英語授課/English-taught)  ,專題研討(二) (全英語授課),Seminar II (English-taught)  ,楊志慶 ,2,0/0/2,1,必修," 三8,9",創新大樓222,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4456201_01,
工學院,前瞻製造系統碩/博士學位學程,1,4456203,01,工具機PC NC架構之CNC人機介面設計與應用CNC Machine Tool Human Machine Interface Design and Application for PC NC Structure (全英語授課/English-taught)  ,工具機 (全英語授課),PC NC架構之CNC人機介面設計與應用CNC Machine Tool Human Machine Interface Design and Application for PC NC Structure (English-taught)  ,高永洲 ,3,3/0/0,3,選修," 一10,11,12",創新大樓201,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4456203_01,與機械所合開
工學院,前瞻製造系統碩/博士學位學程,1,4456206,01,光機系統設計Optomechatronic System Design (全英語授課/English-taught) (程式設計相關/Programming related) ,光機系統設計 (全英語授課) (程式設計相關),Optomechatronic System Design (English-taught) (Programming related) ,王祥辰 ,3,3/0/0,3,選修," 一8,9,10",創新大樓222,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4456206_01,與光機電所合開
工學院,前瞻製造系統碩/博士學位學程,1,4456236,01,中等熱傳學(一)Intermediate Heat Transfer (I) (全英語授課/English-taught)  ,中等熱傳學(一) (全英語授課),Intermediate Heat Transfer (I) (English-taught)  ,楊翰勳 ,3,3/0/0,3,選修," 二3,4,5",工學院B館213,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4456236_01,與機械所合開
工學院,前瞻製造系統碩/博士學位學程,1,4456245,01,虛擬製造及其應用Introduction of Virtual Manufacturing and Its Applications (全英語授課/English-taught)  ,虛擬製造及其應用 (全英語授課),Introduction of Virtual Manufacturing and Its Applications (English-taught)  ,楊志慶 ,3,3/0/0,3,選修," 五3,4,5",創新大樓209,6,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4456245_01,
工學院,前瞻製造系統碩/博士學位學程,1,4456249,01,圖形識別Pattern Recognition (全英語授課/English-taught)  ,圖形識別 (全英語授課),Pattern Recognition (English-taught)  ,賴文能 ,3,3/0/0,3,選修," 四3,4,5",工學院A館225,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4456249_01,與電機所合開
工學院,前瞻製造系統碩/博士學位學程,1,4456252,01,現代控制系統Modern Control Systems (全英語授課/English-taught)  ,現代控制系統 (全英語授課),Modern Control Systems (English-taught)  ,余國瑞 ,3,3/0/0,3,選修," 二G,H",工學院A館227,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4456252_01,與電機所合開
工學院,前瞻製造系統碩/博士學位學程,1,4456254,01,物件導向軟體工程Object-Oriented Software Engineering (全英語授課/English-taught) (程式設計相關/Programming related) ,物件導向軟體工程 (全英語授課) (程式設計相關),Object-Oriented Software Engineering (English-taught) (Programming related) ,劉立頌 ,3,3/0/0,3,選修," 四3,4,5",工學院A館125,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4456254_01,"與電機所合開這門課屬程式設計課程，也屬於軟體工程學程課程。"
工學院,前瞻製造系統碩/博士學位學程,1,4456257,01,Python 程式設計與機器學習應用Machine Learning with Python (程式設計相關/Programming related) , (程式設計相關),Python 程式設計與機器學習應用Machine Learning with Python (Programming related) ,胡中興 ,3,3/0/0,3,選修," 一3,4,5",創新大樓201,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4456257_01,與光機電所合開
工學院,前瞻製造系統碩/博士學位學程,1,4456259,01,光學特論Special topic on optics　 (全英語授課/English-taught)  ,光學特論 (全英語授課),Special topic on optics　 (English-taught)  ,張國恩 ,3,3/0/0,3,選修," 二8,9,10",創新大樓105,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4456259_01,"限修過工程光學及半導體元件物理，或經過授課教師同意才能選修"
工學院,前瞻製造系統碩/博士學位學程,1,4456260,01,儲能系統之理論與實務Theory and Practice of Energy Storage Systems (全英語授課/English-taught)  ,儲能系統之理論與實務 (全英語授課),Theory and Practice of Energy Storage Systems (English-taught)  ,陳永松 ,3,3/0/0,3,選修, 三C 五C,工學院B館214右,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4456260_01,
管理學院,國際經濟研究所,1,5105102,01,個體經濟理論（二）Microeconomic Theory (II) ,個體經濟理論（二）,Microeconomic Theory (II) ,郭芳彰 ,3,3/0/0,3,必修," 五3,4,5",管理學院320,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5105102_01,
管理學院,國際經濟研究所,1,5105161,01,產業組織（一）Industrial Organization (I) ,產業組織（一）,Industrial Organization (I) ,唐孟祺 ,3,3/0/0,3,選修, 一C 三C,管理學院336,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5105161_01,
管理學院,國際經濟研究所,1,5105163,01,產業組織（三）Industrial Organization (III) ,產業組織（三）,Industrial Organization (III) ,郭芳彰 ,3,3/0/0,3,選修," 四7,8,9",管理學院336,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5105163_01,
管理學院,國際經濟研究所,1,5105202,01,總體經濟理論（二）Macroeconomic Theory (II) ,總體經濟理論（二）,Macroeconomic Theory (II) ,許毓珊 ,3,3/0/0,3,必修," 二3,4,5",管理學院336,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5105202_01,
管理學院,國際經濟研究所,1,5105302,01,計量經濟學（二）Econometrics (II) ,計量經濟學（二）,Econometrics (II) ,黃柏農 ,3,3/0/0,3,必修," 二3,4,5",管理學院322,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5105302_01,
管理學院,國際經濟研究所,1,5105311,01,個體計量經濟學（一）Microeconometrics(I) (全英語授課/English-taught)  ,個體計量經濟學（一） (全英語授課),Microeconometrics(I) (English-taught)  ,曾富民 ,3,3/0/0,3,選修," 四10,11,12",管理學院336,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5105311_01,
管理學院,國際經濟研究所,1,5105401,01,國際貿易（一）International Trade (I) ,國際貿易（一）,International Trade (I) ,陳偉智 ,3,3/0/0,3,必修," 一10,11,12",管理學院336,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5105401_01,
管理學院,國際經濟研究所,1,5105403,01,國際貿易（三）International Trade (III) ,國際貿易（三）,International Trade (III) ,劉文獻 ,3,3/0/0,3,選修," 二8,9,10",管理學院322,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5105403_01,
管理學院,國際經濟研究所,1,5105501,01,國際金融（一）International Finance (I) ,國際金融（一）,International Finance (I) ,歐陽溥蔓 ,3,3/0/0,3,必修," 三3,4,5",管理學院426會議室,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5105501_01,
管理學院,國際經濟研究所,1,5105804,01,國際經濟專題研討（二）Seminar on the Topics of International Economics (II) ,國際經濟專題研討（二）,Seminar on the Topics of International Economics (II) ,崔曉倩 ,2,2/0/0,2,選修," 一8,9",管理學院208,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5105804_01,"先修科目(5105101)個體經濟理論（一）(曾經修習) (5105201)總體經濟理論（一）(曾經修習) (5105301)計量經濟學（一）(曾經修習) (所有先修條件都必須符合)博士生請用加簽單選課"
管理學院,國際經濟研究所,1,5105862,01,計量經濟學專題Topics in Econometrics ,計量經濟學專題,Topics in Econometrics ,賴宏彬 ,3,3/0/0,3,選修," 一3,4,5",管理學院426會議室,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5105862_01,
管理學院,國際經濟研究所,1,5105864,01,經濟策略專題Seminar on the Topics of Economic Policy ,經濟策略專題,Seminar on the Topics of Economic Policy ,陳和全 ,3,3/0/0,3,選修," 三8,9,10",管理學院426會議室,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5105864_01,
管理學院,財務金融研究所,1,5155174,01,財務資料分析Financial Analytics ,財務資料分析,Financial Analytics ,雲慕書 ,3,3/0/0,3,選修," 二3,4,5",管理學院401之3,35,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5155174_01," ,列入大數據與資料科學學程科目"
管理學院,財務金融研究所,1,5155231,01,期貨市場Futures Market ,期貨市場,Futures Market ,何加政 ,3,3/0/0,3,選修," 一3,4,5",管理學院359,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5155231_01,先修科目(5155100)財務管理(曾經修習) 限本系生修.
管理學院,財務金融研究所,1,5155235,01,選擇權市場Option Markets (全英語授課/English-taught)  ,選擇權市場 (全英語授課),Option Markets (English-taught)  ,陳安行 ,3,3/0/0,3,選修," 一7,8,9",管理學院359,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5155235_01,
管理學院,財務金融研究所,1,5155504,01,保險財務與精算Finance in insurance and actuarial science ,保險財務與精算,Finance in insurance and actuarial science ,林子綾 ,3,3/0/0,3,選修," 二7,8,9",管理學院102,40,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5155504_01,
管理學院,財務金融研究所,1,5155562,01,資本市場與基金組合管理Capital Market and Fund Portfolio Management (全英語授課/English-taught)  ,資本市場與基金組合管理 (全英語授課),Capital Market and Fund Portfolio Management (English-taught)  ,黃介良 ,3,3/0/0,3,選修," 三8,9,10",管理學院102,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5155562_01,先修科目(5155200)投資管理學(及格) (5155100)財務管理(及格) (5155300)金融市場與機構(及格) (所有先修條件都必須符合)
管理學院,財務金融研究所,1,5155660,01,財務報表分析Analysis of Financial Statements ,財務報表分析,Analysis of Financial Statements ,鄭揚耀 ,3,3/0/0,3,選修," 三3,4,5",管理學院201,60,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5155660_01," ,列入財務經濟學程科目"
管理學院,財務金融研究所,1,5155908,01,財務金融專題研討（一）Seminar on Finance (I) ,財務金融專題研討（一）,Seminar on Finance (I) ,何加政 莊益源 林文昌 鄭揚耀 賴靖宜 郭良瑋 雲慕書 ,2,2/0/0,2,必修," 五8,9",管理學院359,60,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5155908_01,
管理學院,財務金融研究所,1,5156210,01,投資組合分析Portfolio Analysis ,投資組合分析,Portfolio Analysis ,蔡佩蓉 ,3,3/0/0,3,選修," 四3,4,5",管理學院359,60,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5156210_01,
管理學院,財務金融研究所,1,5156382,01,國際金融International Finance (全英語授課/English-taught)  ,國際金融 (全英語授課),International Finance (English-taught)  ,何月芳 ,3,3/0/0,3,選修," 三7,8,9",管理學院401之3,35,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5156382_01,先修科目(5155100)財務管理(及格) (5155200)投資管理學(及格) (所有先修條件都必須符合)
管理學院,財務金融研究所,1,5157102,01,財務理論（二）Financial Theorem (II) (全英語授課/English-taught)  ,財務理論（二） (全英語授課),Financial Theorem (II) (English-taught)  ,陳安行 ,3,3/0/0,3,必修," 二7,8,9",管理學院350,0,博士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5157102_01,
管理學院,企業管理研究所,1,5205002,01,研究方法Research Methods ,研究方法,Research Methods ,莊世杰 蘇宏仁 蔡宗霖 ,3,3/0/0,3,必修," 二3,4,5",管理學院454,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5205002_01,
管理學院,企業管理研究所,1,5205058,01,投資分析Investment Analysis (全英語授課/English-taught)  ,投資分析 (全英語授課),Investment Analysis (English-taught)  ,鎮明常 ,3,3/0/0,3,選修," 四10,11,12",管理學院441研討室,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5205058_01,
