學院,系所,年級,編號,班別,科目名稱,科目名稱_中文,科目名稱_英文,任課教授,上課時數,正課/實驗實習/書報討論,學分,選必,上課時間,上課地點,限修人數,課程大綱,備註
文學院,歷史學系,2,1202632,01,台灣流行音樂史(二)History of Taiwan popular music (II) ,台灣流行音樂史(二),History of Taiwan popular music (II) ,張建俅 ,3,3/0/0,3,選修," 三10,11,12",文學院106,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1202632_01,"先修科目(1201161)史學入門（一）(及格) (1201162)史學入門（二）(及格) (所有先修條件都必須符合) ,列入本土語言與文化實踐學分學程科目專史.專題.史料選讀.應用史學類"
文學院,歷史學系,3,1203162,01,史學方法（二）Historical Methods (II) ,史學方法（二）,Historical Methods (II) ,張秀蓉 ,2,2/0/0,2,必修," 三8,9",文學院106,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1203162_01,先修科目(1203161)史學方法（一）(及格) 
文學院,歷史學系,2,1203352,01,明史(二)History of the Ming Dynasty(II) ,明史(二),History of the Ming Dynasty(II) ,林燊祿 ,2,2/0/0,2,選修," 二8,9",文學院118,45,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1203352_01,中國斷代史類
文學院,歷史學系,2,1203372,01,秦漢史（二）History of the Ch'in and Han Periods (II) ,秦漢史（二）,History of the Ch'in and Han Periods (II) ,李昭毅 ,3,3/0/0,3,選修," 一7,8,9",文學院117,45,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1203372_01,中國斷代史類
文學院,歷史學系,3,1203444,01,古代希臘史(二)History of Ancient Greece(II)  ,古代希臘史(二),History of Ancient Greece(II)  ,黃俊龍 ,2,2/0/0,2,選修," 四7,8",文學院118,45,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1203444_01,世界斷代史類
文學院,歷史學系,3,1203449,01,古代羅馬史History of Ancient Rome ,古代羅馬史,History of Ancient Rome ,黃俊龍 ,3,3/0/0,3,選修," 二7,8,9",文學院117,45,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1203449_01,世界斷代史類
文學院,歷史學系,2,1203531,01,日本史（一）History of Japan (I) ,日本史（一）,History of Japan (I) ,李若文 ,2,2/0/0,2,選修," 三8,9",文學院117,45,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1203531_01,先修科目(1201161)史學入門（一）(及格) (1201162)史學入門（二）(及格) (所有先修條件都必須符合)國別及區域史類
文學院,歷史學系,2,1203532,01,日本史（二）History of Japan (II) ,日本史（二）,History of Japan (II) ,李若文 ,2,2/0/0,2,選修," 四8,9",文學院106,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1203532_01,先修科目(1201113)中國通史（一）(及格) (1201114)中國通史（二）(及格) (所有先修條件都必須符合)國別及區域史類
文學院,歷史學系,3,1203552,01,英國史（二）History of Britain (II) ,英國史（二）,History of Britain (II) ,方志強 ,2,2/0/0,2,選修," 三4,5",文學院135,80,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1203552_01,國別及區域史類
文學院,歷史學系,3,1203584,01,巴爾幹地區史(二)History of the Balkan Region(II) ,巴爾幹地區史(二),History of the Balkan Region(II) ,杜子信 ,3,3/0/0,3,選修," 四7,8,9",文學院135,80,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1203584_01,國別及區域史類
文學院,歷史學系,3,1203598,01,北美洲史History of North America ,北美洲史,History of North America ,郭秀鈴 ,3,3/0/0,3,選修," 二10,11,12",文學院106,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1203598_01,國別及區域史類
文學院,歷史學系,3,1203692,01,明清文化史（二）The Cultural History of Ming-Ch'ing Period (II) ,明清文化史（二）,The Cultural History of Ming-Ch'ing Period (II) ,張秀蓉 ,2,2/0/0,2,選修," 二8,9",文學院135,80,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1203692_01,專史.專題.史料選讀.應用史學類
文學院,歷史學系,3,1203712,01,中國史學史（二）Chinese Historiography (II) ,中國史學史（二）,Chinese Historiography (II) ,朱振宏 ,2,2/0/0,2,選修," 二4,5",文學院106,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1203712_01,與西洋史學史為二選一之必選課
文學院,歷史學系,3,1203722,01,西洋史學史（二）Western Historiography (II)　　　　　　　　 ,西洋史學史（二）,Western Historiography (II)　　　　　　　　 ,方志強 ,2,2/0/0,2,選修," 二4,5",文學院118,45,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1203722_01,與中國史學史為二選一之必選課
文學院,歷史學系,3,1203862,01,中國歷史地理(二)Historical Geography of China (II) ,中國歷史地理(二),Historical Geography of China (II) ,吳修安 ,3,3/0/0,3,選修," 五4,5,6",文學院117,45,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1203862_01,先修科目(1201113)中國通史（一）(及格) (1201114)中國通史（二）(及格) (所有先修條件都必須符合)專史.專題.史料選讀.應用史學類
文學院,歷史學系,3,1203879,01,臺灣考古文化遺產與應用Taiwan Archaeological and Cultural Heritages and their Applications ,臺灣考古文化遺產與應用,Taiwan Archaeological and Cultural Heritages and their Applications ,蘇全正 ,2,2/0/0,2,選修," 一4,5",文學院117,45,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1203879_01,專史.專題.史料選讀.應用史學類
文學院,歷史學系,2,1204612,01,中國藝術史（二）History of Chinese Art (II) ,中國藝術史（二）,History of Chinese Art (II) ,李淑卿 ,2,2/0/0,2,選修," 二4,5",文學院117,45,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1204612_01," ,列入「戲劇‧創意‧想像」學分學程科目 ,列入藝術文物學程科目1.專史.專題.史料選讀.應用史學類2.藝術文物學分學程選修課程"
文學院,歷史學系,4,1204614,01,德意志神聖羅馬帝國史專題(二)Seminar on History of Holy Roman Empire of the German Nation (II) ,德意志神聖羅馬帝國史專題(二),Seminar on History of Holy Roman Empire of the German Nation (II) ,杜子信 ,3,3/0/0,3,選修," 三10,11,12",文學院135,80,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1204614_01,專史.專題.史料選讀.應用史學類
文學院,歷史學系,3,1204682,01,台灣藝術史（二）History of Art in Taiwan (II) ,台灣藝術史（二）,History of Art in Taiwan (II) ,李淑卿 ,2,2/0/0,2,選修," 三2,3",文學院117,45,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1204682_01," ,列入「戲劇‧創意‧想像」學分學程科目 ,列入藝術文物學程科目1.專史.專題.史料選讀.應用史學類2.藝術文物學分學程選修課程"
文學院,歷史學系,4,1204692,01,西洋藝術史（二）History of Western Art (II) ,西洋藝術史（二）,History of Western Art (II) ,李淑卿 ,2,2/0/0,2,選修," 四2,3",文學院117,45,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1204692_01," ,列入「戲劇‧創意‧想像」學分學程科目專史.專題.史料選讀.應用史學類"
文學院,歷史學系,4,1204699,01,猶太民族運動史專題Seminar on History of Jewish National Movement ,猶太民族運動史專題,Seminar on History of Jewish National Movement ,杜子信 ,3,3/0/0,3,選修," 一4 三4,5",文學院118,45,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1204699_01,專史.專題.史料選讀.應用史學類
文學院,歷史學系,4,1204759,01,世界現代建築史與文化理論History and Theory of Modern Architecture ,世界現代建築史與文化理論,History and Theory of Modern Architecture ,郭秀鈴 ,3,3/0/0,3,選修," 一10,11,12",文學院118,45,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1204759_01,專史.專題.史料選讀.應用史學類
文學院,歷史學系,4,1204889,01,社會學習領域概論Survey on Social Studies ,社會學習領域概論,Survey on Social Studies ,張秀蓉 ,2,2/0/0,2,選修," 四2,3",文學院118,45,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1204889_01,"1.中等教程-社會領域歷史專長核心課程必修2.專史.專題.史料選讀.應用史學類"
文學院,歷史學系,4,1204969,01,古信仰與傳統觀念淵源Historical Sources of the Ancient Beliefs and Traditional Philosophies ,古信仰與傳統觀念淵源,Historical Sources of the Ancient Beliefs and Traditional Philosophies ,郭靜云 ,2,2/0/0,2,選修," 四10,11",文學院212,20,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1204969_01," ,列入藝術文物學程科目1.專史.專題.史料選讀.應用史學類2.藝術文物學分學程選修課程"
文學院,哲學系,1,1251012,01,哲學概論（二）Introduction of Philosophy (II) ,哲學概論（二）,Introduction of Philosophy (II) ,王一奇 ,2,2/0/0,2,必修," 四5,6",文學院139,30,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1251012_01,限修30人。
文學院,哲學系,1,1251012,02,哲學概論（二）Introduction of Philosophy (II) ,哲學概論（二）,Introduction of Philosophy (II) ,侯維之 ,2,2/0/0,2,必修," 四5,6",文學院140,30,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1251012_02,限修30人。
文學院,哲學系,1,1251407,01,基礎邏輯（下）Logic (II) ,基礎邏輯（下）,Logic (II) ,蔡行健 ,2,2/0/0,2,必修," 四8,9",文學院139,30,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1251407_01,限修30人。
文學院,哲學系,1,1251407,02,基礎邏輯（下）Logic (II) ,基礎邏輯（下）,Logic (II) ,王仁俊 ,2,2/0/0,2,必修," 四8,9",文學院140,30,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1251407_02,限修30人。
文學院,哲學系,1,1251912,01,哲學史（二）History of Philosophy (II) ,哲學史（二）,History of Philosophy (II) ,金凱文 ,2,2/0/0,2,必修," 三2,3",共同教室大樓325,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1251912_01,
文學院,哲學系,2,1252018,01,哲學寫作與發表Philosophical Writing and Presentation ,哲學寫作與發表,Philosophical Writing and Presentation ,何宗興 ,3,3/0/0,3,選修," 五1,2,3",文學院412,15,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1252018_01,
文學院,哲學系,2,1252200,01,知識論Epistemology ,知識論,Epistemology ,李國揚 ,3,3/0/0,3,必修," 五7,8,9",文學院139,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1252200_01,
文學院,哲學系,2,1252306,01,語言哲學Philosophy of Language ,語言哲學,Philosophy of Language ,王仁俊 ,3,3/0/0,3,選修," 五4,5,6",文學院140,45,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1252306_01," ,列入認知科學學程科目必選課。（與心靈哲學至少二選一）"
文學院,哲學系,2,1252701,01,政治哲學Political Philosophy ,政治哲學,Political Philosophy ,張忠宏 ,3,3/0/0,3,選修," 二4,5,6",文學院140,45,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1252701_01,必選課。（與應用倫理學至少二選一）
文學院,哲學系,2,1252801,01,法律哲學Philosophy of Law ,法律哲學,Philosophy of Law ,謝世民 高文琦 ,3,3/0/0,3,選修," 三4,5,6",共同教室大樓201,45,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1252801_01,與法律系併班上課。
文學院,哲學系,2,1252907,01,羅爾斯John Rawls ,羅爾斯,John Rawls ,謝世民 ,2,2/0/0,2,選修," 二4,5",文學院142,40,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1252907_01,屬「經典哲學家與哲學史」課程
文學院,哲學系,2,1252909,01,羅素Bertrand Russell ,羅素,Bertrand Russell ,侯維之 ,2,2/0/0,2,選修," 二8,9",文學院142,40,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1252909_01,屬「經典哲學家與哲學史」。
文學院,哲學系,2,1252923,01,尼采Nietzsche ,尼采,Nietzsche ,陳孟熙 ,2,2/0/0,2,選修," 五13,14",文學院140,45,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1252923_01,屬「經典哲學家與哲學史」。
文學院,哲學系,2,1252946,01,生物哲學家：達爾文Philosopher of Biology: Charles Darwin ,生物哲學家：達爾文,Philosopher of Biology: Charles Darwin ,歐陽敏 ,3,3/0/0,3,選修," 五10,11,12",文學院140,45,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1252946_01,屬「經典哲學家與哲學史」。
文學院,哲學系,3,1253010,01,哲學思辨與論述的應用The practical application of philosophical reasoning and composition ,哲學思辨與論述的應用,The practical application of philosophical reasoning and composition ,侯維之 ,3,3/0/0,3,選修," 二10,11,12",文學院412,15,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1253010_01,先修科目(1253100)形上學(及格) (1252200)知識論(及格) (1252305)心靈哲學(及格) (1252306)語言哲學(及格) (1252100)形上學(及格) (只要符合任一先修條件)
文學院,哲學系,3,1253112,01,自我與世界Self and World ,自我與世界,Self and World ,戴華 ,3,3/0/0,3,選修," 二7 四7,8",文學院142,40,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1253112_01,
文學院,哲學系,3,1253500,01,科學哲學Philosophy of Science ,科學哲學,Philosophy of Science ,歐陽敏 ,3,3/0/0,3,選修," 一10,11,12",文學院140,45,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1253500_01,必選課。（與後設邏輯、科學推理至少三選一）
文學院,哲學系,3,1253609,01,後設倫理學Meta-ethics ,後設倫理學,Meta-ethics ,許漢 ,3,3/0/0,3,選修," 一7,8,9",文學院140,45,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1253609_01,
文學院,哲學系,3,1253610,01,道德心理學Moral Psychology ,道德心理學,Moral Psychology ,何宗興 ,3,3/0/0,3,選修," 四4,5,6",文學院142,40,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1253610_01,
文學院,哲學系,3,1253928,01,"彌爾，自由主義與政治道德John S. Mill, Liberalism, and Political Morality ",彌爾，自由主義與政治道德,"John S. Mill, Liberalism, and Political Morality ",許漢 ,3,3/0/0,3,選修," 四10,11,12",文學院140,45,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1253928_01,屬「經典哲學家與哲學史」。
文學院,哲學系,3,1253935,01,艾利斯•楊Iris Young ,艾利斯•楊,Iris Young ,吳秀瑾 ,2,2/0/0,2,選修," 一8,9",文學院142,40,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1253935_01,屬「經典哲學家與哲學史」。
文學院,哲學系,4,1254720,01,當代自主性理論Contemporary Theories of Autonomy ,當代自主性理論,Contemporary Theories of Autonomy ,戴華 ,2,2/0/0,2,選修," 三4,5",文學院142,40,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_1254720_01,
理學院,理學院學士班,2,2012002,01,跨領域合作專題研究(二)Interdisciplinary Research Project II ,跨領域合作專題研究(二),Interdisciplinary Research Project II ,李政怡 余俊頴 ,2,2/0/0,2,選修," 三13,14",生醫系335,82,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2012002_01,"本課程以分組方式進行跨領域合作專題。"
理學院,理學院學士班,3,2013004,01,跨領域合作專題研究(四)Interdisciplinary Research Project IV ,跨領域合作專題研究(四),Interdisciplinary Research Project IV ,陳浩仁 林群欽 ,2,2/0/0,2,選修," 三13,14",生醫系333,55,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2013004_01,先修科目(2013001)跨領域合作專題研究（一）(及格) (2013002)跨領域合作專題研究（二）(及格) (只要符合任一先修條件)本課程以分組方式進行跨領域合作專題。
